id,Cosine_Sim_1_2,Cosine_Sim_1_s,Cosine_Sim_2_s,Jaccard_Sim_1_2,Jaccard_Sim_1_s,Jaccard_Sim_2_s,BLEU_Sim_1_2,BLEU_Sim_1_s,BLEU_Sim_2_s,ROUGE_L_Sim_1_2,ROUGE_L_Sim_1_s,ROUGE_L_Sim_2_s
1i7s0u,0.6327322791190866,0.16783682497743407,0.17624208687350118,0.233983286908078,0.08637873754152824,0.1167192429022082,6.797189789338512e-232,8.36834121809946e-232,8.36834121809946e-232,0.21497584541062806,0.0880281690140845,0.09473684210526315
1i7qst,0.6890788836147643,0.2584191343803703,0.439946974923207,0.2606516290726817,0.11594202898550725,0.13504823151125403,6.4206452333549634e-232,8.859356091588541e-232,8.859356091588541e-232,0.27263681592039807,0.09671848013816926,0.09202453987730061
1i7hzo,0.4812716426952702,0.3015463528506162,0.24357079483907748,0.2107843137254902,0.08191126279863481,0.10472972972972973,6.561680109135035e-232,9.405151100769922e-232,9.342654941789959e-232,0.1437125748502994,0.06779661016949153,0.07734806629834252
1iawxh,0.36803563812918416,0.18120886533418573,0.2235211984080652,0.11444141689373297,0.07806691449814127,0.1033210332103321,6.848004116165575e-232,8.256980083727291e-232,8.456086334242214e-232,0.12980132450331128,0.07407407407407407,0.11713665943600868
1i9v7i,0.3875934437717038,0.2033798109399093,0.23173810787634336,0.17794486215538846,0.09309309309309309,0.14705882352941177,6.950441119061207e-232,8.532517145277903e-232,8.414799058710016e-232,0.1413173652694611,0.08025682182985554,0.1139240506329114
1i99v4,0.3363844017884005,0.05941967846924908,0.10158919135869912,0.12,0.034334763948497854,0.06875,7.963271821031978e-232,1.0276196696831162e-231,1.0276196696831162e-231,0.1387900355871886,0.04090909090909091,0.06557377049180328
1idgsp,0.38720751486196686,0.11199219106892534,0.08953509887028828,0.1802030456852792,0.04713804713804714,0.043137254901960784,7.108668929017636e-232,1.0174978910261782e-231,1.0103571138103665e-231,0.15613382899628253,0.04198473282442748,0.05896805896805896
1icpya,0.4365766505573805,0.12767612452349844,0.250930862114098,0.12012987012987013,0.07246376811594203,0.13596491228070176,7.515722976055226e-232,8.442379890811475e-232,8.190083000566272e-232,0.13781512605042015,0.09523809523809525,0.1095100864553314
1ib0nw,0.4975728691371718,0.1391342823994302,0.21915596429942122,0.1850828729281768,0.07116104868913857,0.0782312925170068,6.854915553122721e-232,8.962272517882097e-232,8.962272517882097e-232,0.15263157894736842,0.06766917293233082,0.08370044052863436
1iedku,0.39805772388477845,0.16828964732635468,0.13230619944197491,0.1588785046728972,0.09057971014492754,0.09583333333333334,7.376169732060115e-232,8.277245452083432e-232,8.341167151867151e-232,0.1348973607038123,0.10086956521739131,0.11139240506329114
1igc17,0.35387196984537517,0.16722807712811738,0.15870451539653832,0.12987012987012986,0.03765690376569038,0.06315789473684211,7.613017694415165e-232,1.0237811954401627e-231,9.862157784945583e-232,0.12413793103448274,0.06682577565632458,0.07017543859649122
1ig8zs,0.5787521816930139,0.1239399993454456,0.08502293678503456,0.25727069351230425,0.019933554817275746,0.02464788732394366,6.654307551582172e-232,1.2709341570696445e-231,1.2589991813619355e-231,0.202991452991453,0.020283975659229212,0.025052192066805843
1immti,0.46035561042157924,0.2716710681909809,0.29347962009129597,0.2066869300911854,0.1,0.12681159420289856,7.358158347641935e-232,8.479237507072189e-232,8.383411531297323e-232,0.16262482168330958,0.08665511265164645,0.10572687224669602
1ipc5a,0.36208218680597526,0.056346858887355716,0.1671479077847269,0.15193370165745856,0.02066115702479339,0.05472636815920398,7.014641405009776e-232,1.2211172583579624e-231,1.2347631444935441e-231,0.15104166666666666,0.016666666666666666,0.05421686746987952
1iogy6,0.24930476542713625,0.12424503047002952,0.12691117024586607,0.08791208791208792,0.11940298507462686,0.08522727272727272,6.669392896032797e-232,1.060533917453014e-231,1.0714126117246195e-231,0.0977198697068404,0.1647058823529412,0.06756756756756757
1itgvj,0.3922774660925008,0.1547054312618641,0.23038726790104416,0.17094017094017094,0.023809523809523808,0.037037037037037035,7.093066359144568e-232,1.3040392114580104e-231,1.3192937256748264e-231,0.14509246088193456,0.026455026455026457,0.039436619718309855
1iz1h4,0.37837248236868665,0.3179691588485987,0.2772934643929816,0.15355805243445692,0.10476190476190476,0.13580246913580246,7.969019404579317e-232,9.103475601278665e-232,9.193175847386264e-232,0.13261648745519714,0.11713665943600865,0.1444866920152091
1j1b2q,0.49304924438427494,0.20862692139179634,0.31823159673416607,0.17535545023696683,0.09177215189873418,0.12874251497005987,6.730459413384587e-232,8.369591029796301e-232,8.421417599097095e-232,0.14097968936678612,0.10545454545454545,0.1098546042003231
1j0ctm,0.44995226020101314,0.17329352612496185,0.28190620039231734,0.16510903426791276,0.0875,0.09230769230769231,7.595685004286572e-232,9.77391721697101e-232,9.77391721697101e-232,0.16188870151770657,0.06572769953051644,0.08421052631578949
1j54i6,0.28009822231834747,0.06683562663002064,0.04009653535004349,0.14057507987220447,0.041666666666666664,0.036458333333333336,7.379713412992414e-232,1.1877222897067344e-231,1.1769725661206017e-231,0.1306376360808709,0.029339853300733496,0.043478260869565216
1j4vi3,0.5442529181966752,0.2997722469454102,0.28487408489019456,0.1393939393939394,0.07692307692307693,0.09523809523809523,7.486678603187888e-232,9.708517153143004e-232,9.63841497139737e-232,0.1323943661971831,0.07707129094412332,0.10495626822157433
1j7sam,0.4226760373085226,0.10736630650169193,0.11503130985892675,0.17119565217391305,0.045081967213114756,0.06306306306306306,6.860780298784604e-232,1.0960484863892048e-231,1.0960484863892048e-231,0.149812734082397,0.03312629399585921,0.05208333333333333
1jdug3,0.2981517845931455,0.15716597705562957,0.09491910569060397,0.14114114114114115,0.030434782608695653,0.04419889502762431,7.319749630786144e-232,1.1564134800946873e-231,1.1564134800946873e-231,0.12446958981612445,0.028865979381443294,0.03703703703703704
1jccwx,0.4983072947618502,0.14104554313079454,0.29407361922071845,0.2724795640326976,0.03875968992248062,0.06097560975609756,7.199666163340923e-232,1.1015682811459613e-231,1.1214243468286872e-231,0.21140472878998612,0.0409090909090909,0.045584045584045586
1nug27,0.46913838514246353,0.11976491873725115,0.17779199427366146,0.24728260869565216,0.036885245901639344,0.04032258064516129,6.59438694553461e-232,1.2087006380198327e-231,1.2183324802375697e-231,0.2118380062305296,0.03616636528028933,0.04291845493562232
1nx7h3,0.4832952757097278,0.13245128945470686,0.17459476255510034,0.1581769436997319,0.05660377358490566,0.07234042553191489,7.022924798386668e-232,1.016127520387007e-231,1.008340528816455e-231,0.16688741721854303,0.04480651731160896,0.07526881720430108
1oau2k,0.28144844577238326,0.0780510793351724,0.07958554378052529,0.15501519756838905,0.0375,0.040697674418604654,7.868860040199062e-232,1.2183324802375697e-231,1.2183324802375697e-231,0.11952191235059763,0.025089605734767026,0.04897959183673469
1oca3q,0.38329176294140876,0.16477895593868855,0.12889000331910797,0.15789473684210525,0.05045871559633028,0.06818181818181818,6.559626053441466e-232,1.1170970959026115e-231,1.1372330726641173e-231,0.15902964959568733,0.04672897196261683,0.06185567010309279
1oc4i5,0.5214181662194057,0.06977056907561201,0.04532067916012411,0.18037974683544303,0.016574585635359115,0.00975609756097561,7.706317955504099e-232,1.5142583533814284e-231,1.5142583533814284e-231,0.16666666666666666,0.019108280254777073,0.0136986301369863
1q1y78,0.5507854224502274,0.209111852971209,0.18607269838084695,0.18181818181818182,0.018518518518518517,0.014705882352941176,7.144434846763737e-232,1.2674210500367687e-231,1.2550544879260391e-231,0.16237113402061856,0.033126293995859216,0.04229607250755287
1vknyu,0.5146724680917478,0.06475160169198053,0.11383356120651844,0.18803418803418803,0.024752475247524754,0.025,6.87285111738813e-232,1.2153055438588388e-231,1.2302200583960162e-231,0.1564102564102564,0.02304147465437788,0.026041666666666668
1vl3v5,0.27638027047958935,0.04408239403786756,0.09398152791157346,0.12433862433862433,0.04743083003952569,0.06319702602230483,6.930506570238683e-232,9.252354577123379e-232,9.32608434661817e-232,0.14097968936678615,0.04659498207885305,0.06263982102908278
1vng1v,0.46425594622829,0.24092078478357562,0.28541909126460835,0.17866004962779156,0.09117647058823529,0.11262798634812286,6.799645398543206e-232,7.769871730811327e-232,7.769871730811327e-232,0.14603174603174604,0.08707482993197278,0.12982456140350876
1xhtfa,0.4453257695917078,0.2545890032032088,0.3509992340875067,0.181360201511335,0.0825,0.12289156626506025,6.756486224169906e-232,6.758949831299715e-232,6.914429584584905e-232,0.1512247071352503,0.10217391304347825,0.11994784876140809
1xlen5,0.4385715131604085,0.1510468698899759,0.17611824173897558,0.17201166180758018,0.058823529411764705,0.06912442396313365,6.975727489515533e-232,9.934347836516119e-232,9.758449155776095e-232,0.17246175243393602,0.06423982869379016,0.08994708994708996
1xphfu,0.5740417105882557,0.29129103480968155,0.33670045328434783,0.16266666666666665,0.11301369863013698,0.17254901960784313,7.130761910519945e-232,8.711436362909784e-232,8.655048698992336e-232,0.13624678663239076,0.10247349823321555,0.11790393013100435
1xslxs,0.15268733943500604,0.05284597406714907,0.16294358150170782,0.09239130434782608,0.08053691275167785,0.1188118811881188,7.185106602159442e-232,7.984309941752471e-232,8.442379890811475e-232,0.09688581314878893,0.08968609865470852,0.11612903225806451
1xsnj8,0.5798214198062621,0.17250107449360083,0.258384040911544,0.20159151193633953,0.05172413793103448,0.06147540983606557,6.686948876119776e-232,1.1454162233972301e-231,1.167667705390575e-231,0.18797814207650274,0.03944773175542406,0.05627705627705627
1xspvw,0.3865698867705522,0.2377790329180977,0.3092929479923046,0.17464788732394365,0.10526315789473684,0.1360759493670886,6.795802393674437e-232,7.594478205753358e-232,7.363371722873063e-232,0.14457831325301207,0.13533834586466167,0.13120567375886527
1xtzyf,0.5141936594418476,0.179325749308623,0.19257066644039547,0.1661721068249258,0.06306306306306306,0.07657657657657657,7.103943366842276e-232,1.0603527689423161e-231,1.0696959867818305e-231,0.15850144092219018,0.047961630695443645,0.06027397260273972
1xuk90,0.36863402080312135,0.12759876620008104,0.29186528314920446,0.17647058823529413,0.048458149779735685,0.08837209302325581,7.353922121775771e-232,1.0658555627819989e-231,1.0658555627819989e-231,0.13540197461212974,0.04793028322440087,0.09638554216867469
1xv761,0.5537863655836209,0.24460438579281688,0.30636272036096907,0.21777777777777776,0.044673539518900345,0.04436860068259386,6.730107066406526e-232,1.1185640683286466e-231,1.1287803256093025e-231,0.1797752808988764,0.031563845050215214,0.041825095057034224
1xvqi6,0.4813775903511045,0.19366965493000204,0.14072575515292365,0.17204301075268819,0.02631578947368421,0.03139013452914798,6.946197695149479e-232,1.2882297539194154e-231,1.2882297539194154e-231,0.15155279503105593,0.025974025974025972,0.026954177897574125
1xwl6f,0.4367578684268687,0.2137056611272845,0.34112831561075907,0.19169329073482427,0.04455445544554455,0.06542056074766354,7.065288629410642e-232,1.0844382514210624e-231,1.0749662678465409e-231,0.1617852161785216,0.03854389721627409,0.06707317073170731
1xy139,0.6201376552284558,0.047095865993402826,0.07412295922693224,0.23306233062330622,0.01293103448275862,0.02074688796680498,7.034797555686973e-232,1.4094265015566643e-231,1.4238840495486763e-231,0.17456359102244387,0.013363028953229397,0.021108179419525065
1xz9sg,0.3349673563227898,0.07385520026578508,0.11730872419219493,0.10566037735849057,0.027624309392265192,0.05921052631578947,7.776560379535865e-232,1.1200407237786664e-231,1.1200407237786664e-231,0.11742424242424242,0.0335195530726257,0.0782608695652174
1xzntp,0.5018122758474748,0.208470998193736,0.34055375044216407,0.18528610354223432,0.08060453400503778,0.14606741573033707,6.963164814686702e-232,7.269157227208848e-232,7.05321374385246e-232,0.15025906735751296,0.08842652795838751,0.13312202852614896
1y0ta7,0.13601466657590056,0.03331110549381688,0.039899596885643644,0.10434782608695652,0.03409090909090909,0.08928571428571429,8.607747411323711e-232,9.957194321999404e-232,9.780891118815307e-232,0.11920529801324503,0.0606060606060606,0.08333333333333333
1y12ns,0.05162724731747366,0.008658658137913654,0.0,0.04291845493562232,0.0,0.0,1.1242174552519665e-231,1.5606193790650325e-231,1.5606193790650325e-231,0.03867403314917127,0.0,0.0
1y1v1b,0.44605841068283275,0.24156653069513695,0.2833008291970244,0.22010869565217392,0.05970149253731343,0.0963855421686747,6.983978289079935e-232,9.682592977444904e-232,9.682592977444904e-232,0.1523545706371191,0.07191011235955055,0.07823960880195599
1y4ckd,0.5572890109206424,0.2071937837830792,0.21012743206295048,0.21842105263157896,0.06796116504854369,0.09689922480620156,7.018974228787102e-232,9.342654941789959e-232,9.213759863762464e-232,0.20100502512562815,0.07518796992481204,0.08771929824561403
1y5d7n,0.5952106986008395,0.36572484023423246,0.3994327853017782,0.1870967741935484,0.09615384615384616,0.16143497757847533,7.164089207393919e-232,8.259885936748448e-232,8.259885936748448e-232,0.1765601217656012,0.11428571428571428,0.1407035175879397
1y62n5,0.38386550303095784,0.065248482859961,0.07320249946726762,0.14388489208633093,0.006097560975609756,0.012422360248447204,7.550063211163776e-232,1.5903255135458092e-231,1.5903255135458092e-231,0.11744386873920554,0.005714285714285713,0.016736401673640166
1y6kfm,0.15961123746267228,0.02108336078211102,0.024286179503039594,0.06772908366533864,0.013888888888888888,0.024096385542168676,9.539934948425733e-232,1.2404930577393217e-231,1.2125989918281952e-231,0.05303030303030303,0.012903225806451615,0.0404040404040404
1y6xtz,0.48001379637218694,0.17119879201333607,0.2504366360590619,0.14501510574018128,0.0823045267489712,0.10638297872340426,7.184072252949258e-232,9.034793237390819e-232,8.95854343967602e-232,0.13533834586466165,0.0777537796976242,0.10256410256410257
1y7v8t,0.46340981624523353,0.15167899221669295,0.09515644538843018,0.1958041958041958,0.030508474576271188,0.027131782945736434,7.159703475796475e-232,1.160725848811215e-231,1.160725848811215e-231,0.16060225846925974,0.028397565922920892,0.038461538461538464
